[-24.213175,5.595254] 20
[-142.596762,-56.563394] 120
[-78.601483,-11.231654] 120
[108.371796,-1.493329] 120
[-142.941158,51.7003175] 120
[133.837192,9.831554] 120
[-50.230895,-21.046237] 120
[-110.242561,15.897806] 120
[-86.583617,-24.8091555] 120
[-52.450198,3.6603535] 120
[-162.817154,-32.203339] 120
[72.203162,-17.2988615] 120
[29.297653,-53.5962] 120
[-50.028669,-4.5332735] 120
[-163.126331,-42.6146935] 120
[-175.260953,13.850573] 120
[72.152767,22.3089515] 120
[32.330097,-21.5541225] 120
[55.001385,23.7541155] 120
[-144.941023,44.713224] 120
[79.362168,30.585127] 120
[30.086688,40.571929] 120
[133.932929,-10.745185] 120
[99.127746,11.9734175] 120
[160.150375,-1.372163] 120
[112.265605,-40.7806895] 120
[-16.100644,-6.270692] 120
[157.135862,24.204978] 120
[-115.725731,27.4813265] 120
[-143.16196,-4.914569] 120
[-171.660656,31.315362] 120
[-135.100869,-13.790045] 120
[128.523598,12.30723] 120
[-155.485739,12.639964] 120
[-164.437735,-7.0376485] 120
[-66.962891,9.359142] 120
[-58.407691,23.7910915] 120
[-69.464706,24.876409] 120
[-37.082727,23.8867695] 120
[97.064283,39.9669375] 120
[-173.028029,18.3772545] 120
[97.947865,-16.494254] 120
[-94.932756,38.862998] 120
[166.610462,-36.1852555] 120
[-27.111996,-32.499902] 120
[-109.048347,-15.4469595] 120
[153.815289,-28.835564] 120
[50.40485,12.5075535] 120
[25.174798,18.3717805] 120
[60.743051,3.1526855] 120
[-178.34779,-59.2646775] 120
[-91.542582,-3.0719255] 120
[172.929661,25.907115] 120
[-30.682303,-24.8009345] 120
[150.802379,32.630949] 120
[90.760536,-23.5100075] 120
[35.666886,27.549543] 120
[99.369501,-48.775187] 120
[142.357018,51.576373] 120
[30.873765,-37.058612] 120
[-137.2585,48.1360575] 120
[176.9336,0.0943465] 120
[83.579909,-21.9856925] 120
[-66.25791,-38.585116] 120
[42.35806,39.8807515] 120
[136.242312,-21.048984] 120
[13.812323,-14.432363] 120
[98.308395,3.820895] 120
[87.672692,39.3912165] 120
[-142.155067,7.4357] 120
[28.596369,58.841859] 120
[-75.46621,-26.041201] 120
[55.126611,-52.530081] 120
[-30.48949,-23.152351] 120
[179.933715,6.8662505] 120
[-150.987143,-39.7506865] 120
[-124.849739,39.3831605] 120
[29.929734,40.439904] 120
[134.356477,-52.64163] 120
[2.881913,0.135238] 120
[52.088131,32.803195] 120
[-111.078869,-2.7708635] 120
[-136.88778,-18.6979575] 120
[-46.507582,-16.260456] 120
[100.202085,-48.3405715] 120
[-99.616313,7.13928] 120
[60.938836,29.862196] 120
[-120.601913,-21.903981] 120
[-65.013765,-24.3663015] 120
[-38.625061,-45.5087905] 120
[41.438434,-44.9791415] 120
[-0.851459,-3.9085495] 120
[2.571184,-23.8430365] 120
[-101.947176,-42.630301] 120
[15.836246,44.8264245] 120
[-107.086923,-26.825024] 120
[149.062848,32.8321205] 120
[-39.204066,-9.083868] 120
[-4.352686,33.633179] 120
[-57.548595,-43.065228] 120
[112.264128,-8.841383] 120
[120.057882,45.752576] 120
[15.698736,49.099995] 120
[162.34174,36.875939] 120
[156.061064,-46.9548155] 120
[173.466455,-14.0841105] 120
[-83.180064,-44.9667155] 120
[142.961043,-30.3635965] 120
[65.042055,-23.4112745] 120
[-159.864759,55.8652745] 120
[-122.775072,6.045709] 120
[-3.792831,-50.880199] 120
[-15.630602,14.543409] 120
[24.053695,-17.2519555] 120
[77.831393,-36.2787505] 120
[-11.800366,25.3290985] 120
[140.732825,11.9900645] 120
[-15.22749,14.1783505] 120
[-94.14858,-17.5949585] 120
[134.193425,28.400005] 120
[-142.710534,-9.691769] 120
[-120.598507,9.5455865] 120
[155.320733,14.481654] 120
[102.336187,-43.5150765] 120
[-92.159868,12.034387] 120
[134.487669,-21.3558315] 120
[-126.144006,-2.406252] 120
[-28.541821,-32.2737315] 120
[-8.701832,-14.0915685] 120
[108.523933,-0.953221] 120
[144.155983,-56.8546295] 120
[9.886656,-54.501813] 120
[-132.483772,-12.5232085] 120
[-107.144636,56.496756] 120
[-99.239784,23.417766] 120
[-40.082887,19.372121] 120
[-20.587134,14.93325] 120
[-132.493961,34.551509] 120
[41.784103,-41.940439] 120
[175.101683,11.5670205] 120
[10.468197,-19.6661025] 120
[-65.669987,-14.88429] 130
[139.370811,48.4470385] 130
[81.717366,-35.560683] 130
[12.068214,-1.4708795] 130
[-158.16375,-41.9101905] 130
[23.751849,57.1397045] 130
[-45.49,37.7075715] 130
[-22.037181,-52.242616] 130
[-89.553735,-46.923989] 130
[94.032637,53.274698] 130
[-63.118772,11.8599635] 130
[-66.321302,-33.1762815] 130
[-89.749926,-37.450796] 130
[-14.047614,-8.157845] 130
[153.12343,-22.5710235] 130
[23.638541,-13.31229] 130
[68.324427,23.821075] 130
[-88.233922,-28.6187325] 130
[-53.714044,-37.428052] 130
[90.053852,-43.85085] 130
[-65.385316,34.7891845] 130
[4.433906,25.0185415] 130
[62.487157,-13.568372] 130
[91.841228,-5.2056755] 130
[15.565698,20.2137075] 130
[150.859276,32.2412305] 130
[130.387599,-10.9484145] 130
[-54.961625,-14.1827035] 130
[149.595965,-18.572827] 130
[-143.444508,20.1416415] 130
[81.418693,33.6256645] 130
[32.514584,-47.45106] 130
[151.23919,50.280259] 130
[-25.74763,28.033134] 130
[-130.285911,-4.7639405] 130
[-147.987216,51.0542255] 130
[-135.714678,-11.1189655] 130
[110.292538,-20.36267] 130
[37.006028,-22.731142] 130
[20.796912,-45.1660145] 130
[141.273588,-40.679988] 130
[-162.089728,-32.0096075] 130
[82.435362,47.730636] 130
[-170.852347,-3.563744] 130
[20.795868,-46.769975] 130
[82.867196,-45.1152475] 130
[99.416665,61.4589985] 130
[140.177392,32.8718355] 130
[133.251193,-16.4762655] 130
[95.326408,-28.669774] 130
[-56.984844,-24.863347] 130
[-62.858314,13.71137] 130
[64.982242,29.8844505] 130
[140.211031,32.159438] 130
[-43.272881,-56.8534235] 130
[44.589127,-39.262566] 130
[-143.742298,11.8557145] 130
[81.519371,-35.517542] 130
[-94.066327,-29.9507285] 130
[-85.022276,49.294157] 130
[111.156276,53.5600005] 130
[-54.647893,5.387556] 130
[-120.017942,16.631636] 130
[-77.917933,11.2677445] 130
[139.442609,33.0211825] 130
[139.036623,49.5343955] 130
[-116.606088,-38.234842] 130
[152.942901,-38.5478655] 130
[127.657255,41.4388415] 130
[-57.704744,11.7891365] 130
[58.813335,-16.28214] 130
[79.379628,-47.181411] 130
[-142.866752,14.9461155] 130
[-166.175416,-31.8911705] 130
[5.124752,-5.005841] 130
[89.518321,-15.996586] 130
[-16.469788,0.597464] 130
[10.004721,52.780129] 130
[172.038861,60.866003] 130
[-34.637038,25.477874] 130
[-78.117531,44.808679] 130
[-127.222832,6.644878] 130
[-162.489804,-35.328051] 130
[62.996411,-34.611851] 130
[95.916201,41.154277] 130
[159.618545,-29.935088] 130
[52.937957,-7.0852185] 130
[-132.888585,-5.885182] 130
[-133.125634,4.7851905] 130
[61.424528,41.4395635] 130
[106.172884,-5.5740875] 130
[85.576918,22.960306] 130
[116.116603,-49.60684] 130
[-15.913673,-15.8608995] 130
[-22.861413,-20.2486105] 130
[-146.472966,-34.842134] 130
[42.789209,-36.473809] 130
[24.205211,-0.642596] 130
[-131.286254,3.2314615] 130
[-164.076117,6.7783685] 130
[-75.216422,-42.46018] 130
[8.77525,10.775924] 130
[-22.752846,-16.6010315] 130
[89.657302,-24.411593] 130
[179.444117,-5.5770125] 130
[142.783055,45.4355185] 130
[-131.632087,-5.1050925] 130
[130.891071,63.9338895] 130
[-108.170818,33.606204] 130
[-65.03322,33.9590635] 130
[-119.314232,18.044608] 130
[170.589363,53.719361] 130
[114.543192,-43.8144145] 130
[-120.388522,25.935474] 130
[-140.882711,41.5284505] 130
[-169.240865,0.3277415] 130
[29.354982,-12.1130035] 130
[99.582681,-16.065267] 130
[-42.531282,-49.198473] 130
[-38.51291,11.3296025] 130
[-113.755939,13.608908] 130
[106.61238,-26.4384065] 130
[-50.145408,-33.0541135] 130
[-10.877072,13.7985535] 130
[62.948682,20.7747765] 130
[54.015308,-41.7590855] 130
[-84.44108,19.2423525] 130
[-20.65478,21.5368145] 130
[49.874397,7.7777355] 130
[171.506577,-44.5111305] 130
[-156.902998,38.9437355] 130
[129.614936,36.0456635] 130
[51.448569,-61.4871665] 130
[17.152727,22.074186] 130
[58.962959,14.9698955] 130
[-53.955699,13.4864825] 130
[16.147395,6.8921005] 130
[176.453756,33.034394] 130
[-123.902311,-46.3468225] 130
[79.328346,-49.2366335] 130
[-159.960493,53.892169] 130
[-36.926538,-15.094095] 130
[133.054808,31.895495] 130
[159.720268,-56.0191325] 130
[165.066429,-22.188229] 130
[142.638098,44.627577] 130
[-62.549936,7.507926] 130
[-99.913039,-37.000992] 130
[-144.987651,34.9930525] 130
[112.684273,49.441546] 130
[-93.747409,0.660593] 130
[98.565356,13.2710335] 130
[144.460456,-22.3638155] 130
[110.217101,13.9149025] 130
[-95.26919,-50.778018] 130
[168.424281,26.726627] 130
[141.364249,-11.248683] 130
[117.323751,29.483092] 130
[37.934021,-1.0899205] 130
[-147.199654,45.741613] 130
[50.830943,-40.8467455] 130
[38.759726,47.326751] 130
[-6.430563,50.9710505] 130
[-99.588464,-59.867841] 130
[39.031196,-51.6503985] 130
[-117.028159,26.9603045] 130
[-164.122541,2.3282385] 130
[-138.229238,30.7227245] 140
[-49.145631,-37.089593] 140
[-20.080332,55.331921] 140
[-53.048523,-50.963328] 140
[-122.009997,-19.0915825] 140
[65.69093,24.7328325] 140
[-98.371188,-43.0314915] 140
[20.630688,30.5549445] 140
[81.611005,-56.2520395] 140
[-152.427735,25.364351] 140
[169.735277,-42.2152895] 140
[4.715584,7.938544] 140
[-104.360329,-48.379802] 140
[-158.392588,-33.108833] 140
[20.813758,42.7704245] 140
[179.934405,-8.9115875] 140
[-82.976198,-59.952292] 140
[-49.106167,46.9473825] 140
[-165.844402,41.634665] 140
[124.981566,48.146701] 140
[-122.987577,48.45125] 140
[89.741344,8.7736235] 140
[150.151599,43.8282635] 140
[49.455397,-28.6859015] 140
[-105.259652,54.9339425] 140
[12.584245,62.0365295] 140
[31.616135,-36.067939] 140
[-15.344819,-15.9860425] 140
[17.204405,3.150716] 140
[175.266279,-46.8199175] 140
[112.339129,53.8281025] 140
[160.537396,22.6087095] 140
[-47.388748,41.472145] 140
[-39.509735,-43.43109] 140
[146.726066,44.7997225] 140
[-10.682268,-41.6868425] 140
[116.624104,39.596891] 140
[127.255588,-40.668321] 140
[-77.873842,-18.701998] 140
[20.745987,-40.763776] 140
[-45.364069,50.8717785] 140
[41.508347,-8.9460645] 140
[-168.808314,-0.236613] 140
[86.519836,-27.5875005] 140
[175.973499,-15.764322] 140
[-104.693489,-39.417895] 140
[76.291269,-19.3242865] 140
[110.065233,-27.508474] 140
[-65.248064,-46.7255615] 140
[-108.822301,56.4971555] 140
[-95.953106,8.446399] 140
[106.328273,2.8847535] 140
[114.148121,-20.4908355] 140
[124.345683,13.283874] 140
[-155.740672,50.861972] 140
[-131.073573,-59.712645] 140
[-164.315591,54.963088] 140
[98.82055,7.6695685] 140
[-54.850241,57.7623315] 140
[155.17693,-25.5825395] 140
[139.525605,33.253364] 140
[121.363263,-42.6358885] 140
[-17.689671,-21.112161] 140
[122.680131,-44.957793] 140
[-6.000593,46.138309] 140
[169.572499,65.149832] 140
[133.385475,-27.0330755] 140
[134.734091,-30.794701] 140
[178.144221,44.5167255] 140
[-102.592382,-55.4633435] 140
[61.430039,49.131935] 140
[-3.108692,-49.0446565] 140
[-59.999509,20.9888475] 140
[35.760038,-4.303565] 140
[137.490032,30.5832615] 140
[55.101623,-23.76324] 140
[-85.941833,20.2783735] 140
[-172.121436,38.6597315] 140
[-66.027963,-38.920501] 140
[150.482374,-34.4277215] 140
[68.118309,-25.2958495] 140
[-90.10068,29.1437045] 140
[8.812329,23.853938] 140
[-133.014226,35.277806] 140
[-156.222391,1.021637] 140
[62.182753,5.9099445] 140
[102.381269,28.253127] 140
[82.43852,-43.130009] 140
[47.102848,-16.5524115] 140
[-15.137532,30.793993] 140
[37.703259,-36.0382065] 140
[-31.828733,13.2919895] 140
[-167.443042,5.7102145] 140
[129.38527,31.665579] 140
[140.19769,-12.464977] 140
[-60.310661,-32.587623] 140
[-133.740022,50.150591] 140
[-99.644439,-37.3836235] 140
[109.947044,48.0038465] 140
[96.704284,-23.0415595] 140
[-88.563729,-40.1702565] 140
[75.738292,-35.738194] 140
[-46.8681,33.0679635] 140
[-18.693322,36.0678255] 140
[80.147373,27.74119] 140
[35.567917,-3.8877965] 140
[119.006988,-45.9171275] 140
[-150.459344,38.404031] 140
[1.411335,14.381109] 140
[-173.442766,-46.2605965] 140
[-40.817798,52.1328875] 140
[-106.227414,17.1303665] 140
[89.788448,7.535833] 140
[54.096511,46.187902] 140
[-107.113081,31.592507] 140
[23.726807,14.4985175] 140
[44.119232,-54.643771] 140
[140.905907,-34.227555] 140
[-118.715838,35.319738] 140
[141.387904,64.168819] 140
[35.030031,-50.582279] 140
[41.421517,20.926664] 140
[138.620177,-52.392045] 140
[112.527974,-45.4248225] 140
[-120.14293,47.303325] 140
[11.71956,-6.9541935] 140
[144.425174,-32.4138885] 140
[-90.829936,34.0065125] 140
[-164.655589,17.1484035] 140
[-107.020372,43.7760245] 140
[-96.75854,23.3498885] 140
[-106.835046,56.671403] 140
[130.518918,-16.7779825] 140
[52.74905,-2.6164325] 140
[-56.963446,-47.7380525] 140
[-54.764004,-3.69718] 140
[78.707654,38.1696105] 140
[-81.843708,-11.013613] 140
[-138.576026,50.6153635] 140
[-106.483773,-8.260458] 140
[142.243006,-52.1763965] 140
[-54.69998,-2.0675755] 140
[-105.567267,23.0120125] 140
[100.309075,19.8505735] 140
[-118.051818,-29.70619] 140
[-71.472891,-5.914298] 140
[-173.681139,38.058307] 140
[16.732875,38.1393645] 140
[114.897522,14.310116] 140
[12.599494,-27.414191] 140
[78.993882,-47.8315495] 140
[57.510063,-54.588197] 140
[8.439996,25.026002] 140
[-145.757964,30.7016425] 140
[125.590972,-60.9647295] 140
[74.233518,40.226311] 140
[-148.966317,56.7793875] 140
[135.977742,-55.973312] 140
[6.358088,53.867077] 140
[151.027786,40.6656655] 140
[140.337528,-31.3610685] 140
[-20.46936,-35.946086] 140
[-161.181568,-31.22483] 140
[-48.115397,-35.801711] 140
[29.707278,29.2712585] 140
[-125.376629,-9.917616] 150
[137.55417,50.971207] 150
[27.723216,-46.6181035] 150
[-42.123303,-49.349705] 150
[19.203219,-15.7999255] 150
[74.505318,52.8331565] 150
[-98.572116,47.8663745] 150
[50.61855,-47.753182] 150
[-110.030376,-57.177815] 150
[50.704735,45.155232] 150
[161.496192,52.0972965] 150
[-75.689574,28.779011] 150
[-174.266277,50.2604375] 150
[-168.559373,62.69055] 150
[98.580925,4.875214] 150
[-121.354369,-31.0872005] 150
[65.987309,43.584385] 150
[90.428796,42.4683405] 150
[56.068559,-43.2309135] 150
[61.256249,-40.547602] 150
[45.322992,47.9245475] 150
[79.885691,-2.825644] 150
[172.165087,58.47111] 150
[12.338084,-53.919863] 150
[-21.189645,-30.5010845] 150
[-135.858855,16.1149655] 150
[-161.187326,-20.917705] 150
[110.551011,10.637877] 150
[-158.469389,42.371709] 150
[-100.545483,46.1620055] 150
[96.208323,-22.040832] 150
[5.473864,22.576872] 150
[38.695461,30.999418] 150
[59.538178,-36.669444] 150
[-15.278064,50.9419675] 150
[-160.637389,11.48192] 150
[162.35059,-60.2094695] 150
[-170.992265,42.0585545] 150
[-158.141691,-30.822129] 150
[9.922319,-1.6508745] 150
[-142.342639,-62.9633005] 150
[66.213224,-53.6318165] 150
[-83.81387,-39.1350415] 150
[-147.62095,54.6489615] 150
[-85.928934,-25.4212815] 150
[105.982214,14.791689] 150
[-20.415063,-47.746011] 150
[24.27515,-43.7579] 150
[41.025774,-25.3655165] 150
[105.785512,-5.790312] 150
[-76.586073,-43.5044215] 150
[-126.087776,58.686232] 150
[-6.06035,46.2467995] 150
[-117.755756,9.667605] 150
[-179.838177,0.58762] 150
[-136.900429,6.0502495] 150
[143.89253,48.9026445] 150
[-151.852155,47.8620195] 150
[29.952227,49.3516375] 150
[0.072179,-28.9533935] 150
[38.210649,-22.0092645] 150
[11.216679,-60.4029285] 150
[124.318627,31.40539] 150
[176.259615,9.0391385] 150
[42.64461,42.002263] 150
[122.380759,-12.2595495] 150
[137.949996,-27.7300745] 150
[14.070582,44.666092] 150
[-136.142019,-7.5156475] 150
[-120.135189,-10.17962] 150
[-144.545684,37.075944] 150
[-99.69971,-31.1734435] 150
[-0.698037,-39.357403] 150
[154.804467,-46.228621] 150
[-68.83238,-42.167806] 150
[-142.315983,5.430491] 150
[-107.292416,-8.8885935] 150
[170.232831,64.0465855] 150
[-120.768503,23.3087985] 150
[110.694171,-4.8694675] 150
[-118.535809,-37.1395865] 150
[-6.113851,-24.2717295] 150
[-77.62582,50.2894915] 150
[71.19792,13.184434] 150
[-94.153244,-5.546812] 150
[-77.998064,34.797158] 150
[40.963428,39.396368] 150
[-49.338731,55.309923] 150
[40.222665,-46.680757] 150
[124.155878,48.3990495] 150
[-65.489531,37.9331] 150
[-164.690839,-51.003427] 150
[-140.171921,-54.5711775] 150
[57.06913,-53.3101325] 150
[52.90804,29.6500775] 150
[119.553269,-32.61795] 150
[0.900719,-49.601794] 150
[-6.328559,-15.694812] 150
[15.00436,19.7396415] 150
[179.407193,-20.0658505] 150
[143.508824,-33.6773515] 150
[-60.671405,61.3462455] 150
[37.970197,22.325774] 150
[85.720918,34.2851925] 150
[56.914314,-45.89221] 150
[-9.330425,-58.236615] 150
[-61.002923,39.164937] 150
[-12.543064,-36.901756] 150
[81.70678,12.926828] 150
[9.08511,-16.7783335] 150
[177.568485,63.95568] 150
[-176.206316,55.260646] 150
[33.490439,-42.629005] 150
[28.853588,-37.597796] 150
[17.304661,3.837492] 150
[133.591702,-45.5984555] 150
[13.888859,-0.4698325] 150
[-149.911425,-19.4155525] 150
[-164.840803,-33.947353] 150
[-59.867173,-26.444232] 150
[-157.419178,22.0181575] 150
[45.547903,-1.2213535] 150
[122.70619,-20.742538] 150
[109.394991,-24.8858845] 150
[-44.095547,-36.379812] 150
[94.668635,36.435067] 150
[-38.205733,-44.8882795] 150
[-93.084891,-16.831473] 150
[-28.600231,-17.713234] 150
[118.485025,19.523262] 150
[-25.233266,-29.067186] 150
[-3.517576,-50.1314275] 150
[-23.049501,-20.2291145] 150
[-157.674798,-50.1479215] 150
[48.460189,-44.070238] 150
[-169.521054,-44.660946] 150
[87.412649,41.439733] 150
[-160.932157,-15.3364985] 150
[-169.589864,36.7539315] 150
[166.205887,37.006114] 150
[-88.474888,54.8730625] 150
[-81.186395,-34.583958] 150
[19.321152,5.579566] 150
[-41.15793,-47.1617955] 150
[-145.736209,-24.913011] 150
[85.65074,-28.093611] 150
[177.725891,-31.711648] 150
[-160.899764,-53.282135] 150
[123.010776,-41.989935] 150
[41.906638,29.663797] 150
[-178.328483,-31.4487115] 150
[50.820185,-34.1291435] 150
[-124.454007,-19.1559945] 150
[162.255623,-15.8693645] 160
[131.76371,57.412128] 160
[47.255781,-47.262822] 160
[-133.610238,43.3173415] 160
[-136.407755,40.479927] 160
[-8.099529,34.052014] 160
[98.826731,45.009607] 160
[72.911991,-59.4292605] 160
[-97.703433,32.6408345] 160
[40.018389,-58.6950815] 160
[94.849165,-43.3187255] 160
[165.497831,32.1399245] 160
[-74.240701,49.060071] 160
[58.074252,-20.700995] 160
[-158.796069,-6.236851] 160
[-176.34622,-47.731205] 160
[75.520244,35.024265] 160
[105.853421,31.192703] 160
[-1.028803,-53.5227315] 160
[10.18569,-35.1040185] 160
[138.560843,34.6030645] 160
[-14.767475,-32.478794] 160
[168.518087,11.8834795] 160
[-138.249706,53.555673] 160
[12.828674,47.186774] 160
[83.530546,47.162887] 160
[36.420269,-56.035853] 160
[131.610629,-16.6111235] 160
[-79.023331,-27.828838] 160
[68.047379,9.501981] 160
[99.936416,44.744509] 160
[-107.028847,63.6260015] 160
[91.242393,-41.529504] 160
[-134.131196,-48.114235] 160
[166.632963,-52.0245415] 160
[-140.560259,-46.196559] 160
[-69.234586,-17.2471465] 160
[-12.059165,51.021459] 160
[-9.105277,-26.0380985] 160
[107.583243,3.841517] 160
[-108.496414,39.4415825] 160
[138.016454,-30.641905] 160
[52.025327,30.2159035] 160
[-125.634408,49.9051385] 160
[90.472513,65.8445065] 160
[-146.256994,-46.280687] 160
[48.402552,-39.2685255] 160
[-7.660571,36.0707905] 160
[88.428909,2.184479] 160
[36.19573,-56.649374] 160
[-158.675765,12.675063] 160
[129.178936,-43.0533285] 160
[-85.933071,54.3673815] 160
[-122.195015,-17.99726] 160
[31.003519,53.592872] 160
[80.589989,-0.8383805] 160
[-108.830135,-39.8762785] 160
[89.055978,-34.9755295] 160
[-110.132545,-28.361187] 160
[178.24476,38.2606295] 160
[32.663617,-52.080646] 160
[172.371909,-67.107086] 160
[29.4014,-50.4686625] 160
[-15.74527,-59.6384995] 160
[20.852172,52.7878575] 160
[-36.306846,42.8548245] 160
[96.971075,36.6135195] 160
[-86.273317,-59.574777] 160
[145.261616,50.137701] 160
[28.017389,52.4295385] 160
[81.764694,54.877811] 160
[-54.323436,-47.7589485] 160
[61.040251,-55.14569] 160
[160.293894,48.01622] 160
[-152.892643,-22.928712] 160
[-19.796654,26.449481] 160
[-18.730994,55.88935] 160
[-92.511387,-47.679987] 160
[178.301068,-56.31658] 160
[-100.875674,11.199365] 160
[46.54992,-54.2220915] 160
[82.684902,-41.955482] 160
[103.22129,-34.178447] 160
[36.84724,-50.092052] 160
[0.298401,-12.2130045] 160
[41.267613,-51.7024775] 160
[52.764443,49.5974775] 160
[-138.504812,-52.272027] 160
[142.715748,24.3997495] 160
[-15.282869,11.961282] 160
[-175.674378,45.18473] 160
[-105.976428,-36.601315] 160
[5.492509,53.6449595] 160
[-144.001137,-32.750015] 160
[49.477017,-60.625713] 160
[-100.681972,39.0441965] 160
[169.95827,-42.2428205] 160
[-110.887649,-0.7376475] 160
[-9.583836,-38.0468695] 160
[-1.605444,-42.5290855] 160
[-131.598102,51.377664] 160
[6.271618,26.682533] 160
[-38.314279,26.2603325] 160
[-36.149561,40.384843] 160
[87.825364,40.136647] 160
[87.939242,-31.4102205] 160
[71.770893,45.4573325] 160
[42.177646,41.4369575] 160
[44.821697,3.4377655] 160
[-107.838259,60.557333] 160
[148.802108,35.4866445] 160
[68.066025,-53.646648] 160
[-91.202452,46.755167] 160
[-22.608835,33.1155] 160
[-72.573963,-37.623618] 160
[-145.174145,-32.242162] 160
[74.832339,31.534377] 170
[-134.446647,53.325765] 170
[-169.493796,41.58453] 170
[68.106694,55.642284] 170
[-55.647754,51.032606] 170
[-0.520133,52.417958] 170
[-12.475194,54.899959] 170
[29.172289,53.7039705] 170
[153.432888,50.6757305] 170
[8.24819,-38.7964865] 170
[-165.687921,52.5336005] 170
[-58.284091,15.334557] 170
[-46.879629,-43.404265] 170
[18.241209,-43.096633] 170
[-145.797429,58.8121245] 170
[122.699346,52.5213755] 170
[173.049201,63.4741575] 170
[-117.727128,8.531063] 170
[-178.850965,-37.5343505] 170
[130.819212,-51.9227645] 170
[-175.999284,-43.123058] 170
[-53.839294,-49.7655795] 170
[-118.958345,-57.804005] 170
[38.044934,-57.7147655] 170
[-31.924881,62.527436] 170
[-55.111158,48.985089] 170
[179.514223,59.67026] 170
[-178.054746,-39.5891845] 170
[-20.295713,47.779029] 170
[-106.060225,-61.3533725] 170
[97.969924,-47.3802405] 170
[-3.897228,-61.928355] 170
[145.443349,39.323863] 170
[5.219156,34.389455] 170
[-71.728129,-54.635983] 170
[86.005956,-53.5324645] 170
[-179.839537,-4.814838] 170
[130.895515,-51.4664765] 170
[101.327506,36.3546075] 170
[-35.685317,54.0931545] 170
[-178.409013,-36.5354105] 170
[35.93211,-34.795656] 170
[-122.714972,-10.9965165] 170
[173.411295,-46.5633055] 170
[-119.249676,24.827505] 170
[-126.142857,44.15646] 170
[-119.000519,-3.7415845] 170
[116.344886,18.3687055] 170
[8.662989,36.615765] 170
[146.551091,50.2656475] 170
[134.958805,58.170732] 170
[0.058672,39.5669035] 170
[42.101844,-64.7780105] 170
[-35.456541,62.642103] 170
[-159.270662,51.614201] 170
[-118.616691,-35.9194855] 170
[49.775227,-38.105291] 170
[-101.230854,60.121804] 170
[175.374088,56.177113] 170
[59.144684,-61.4755375] 170
[95.25901,49.106821] 170
[-135.900536,-44.165543] 170
[147.995673,-54.0711] 170
[-95.001478,-29.5508835] 170
[-178.16553,-52.1021825] 170
[168.507817,-43.980471] 170
[25.372177,33.5029475] 170
[-82.595946,-4.345811] 170
[92.965914,0.8082215] 170
[6.566289,-29.18088] 170
[-60.048403,-40.1022685] 170
[71.79447,59.3526985] 170
[92.314406,31.6064455] 170
[54.0673,57.135256] 170
[-94.705154,52.330615] 170
[-178.873548,-30.465357] 170
[45.47482,-50.325719] 170
[-136.898358,38.802609] 170
[5.104532,52.9895085] 170
[16.560614,-36.6865775] 170
[-150.027829,-38.8534795] 170
[137.923655,-48.2714965] 170
[-100.812739,35.32423] 170
[166.189073,-31.4856555] 170
[68.969411,60.5237955] 170
[121.03026,-50.992792] 170
[62.912302,-40.66503] 170
[-88.70806,56.2931395] 170
[25.278321,53.9872255] 170
[-113.099835,-48.954] 170
[-36.828319,39.160118] 170
[-39.941409,-57.7607415] 170
[-137.040945,-5.6814605] 170
[-61.975613,35.9963275] 170
[-123.511091,-11.233081] 170
[-102.262224,-46.2828825] 170
[-142.396625,19.790285] 170
[160.816915,-33.646243] 170
[-3.31059,19.6215575] 170
[-172.137098,-5.8174385] 170
[157.510815,55.3454905] 170
[-6.615907,-56.383693] 170
[47.254491,-50.301283] 170
[-121.280564,46.1774565] 170
[-9.130425,41.698655] 170
[52.963432,49.9040875] 180
[-168.00238,36.916654] 180
[4.501565,-56.3350395] 180
[46.592379,-48.1537095] 180
[-167.017934,62.776252] 180
[-12.055112,-50.823902] 180
[-95.454988,36.1658615] 180
[127.382517,-49.9604205] 180
[-50.441332,50.174477] 180
[42.640519,51.8318005] 180
[101.660509,68.3536045] 180
[-103.688692,62.8282755] 180
[41.09483,-53.10382] 180
[-145.169191,36.593054] 180
[-146.940273,63.156898] 180
[135.394696,60.0085815] 180
[-44.322102,28.4110135] 180
[40.641892,55.7356585] 180
[9.22042,47.7299115] 180
[-0.687909,-33.2152795] 180
[-18.988836,49.3267575] 180
[117.645313,-43.3215525] 180
[-36.358986,-47.1545415] 180
[-145.632118,45.976239] 180
[-138.364024,50.98442] 180
[-150.780099,48.256242] 180
[-176.257428,-35.5340245] 180
[53.609615,52.0544295] 180
[47.883598,-49.002316] 180
[39.122402,65.499102] 180
[-66.454495,27.414925] 180
[135.710854,54.07664] 180
[18.708988,-52.851022] 180
[10.799456,-33.3194735] 180
[149.580442,58.775527] 180
[-129.560681,-58.882404] 180
[168.788006,17.6338405] 180
[114.537291,54.444156] 180
[54.192221,36.24999] 180
[136.791533,64.0208295] 180
[161.891151,-30.560784] 180
[85.474133,56.864334] 180
[-33.33542,41.590668] 180
[-160.310158,-3.072679] 180
[86.941824,-43.1932905] 180
[159.97394,38.399829] 180
[21.317276,-19.9624065] 180
[123.334675,-25.567983] 180
[-116.672541,42.833453] 180
[-160.510796,-67.9433675] 180
[-15.153024,-61.6581605] 180
[-39.361411,63.507101] 180
[-51.950801,24.9181525] 180
[-46.555856,63.7272975] 180
[54.346356,-54.3595665] 180
[-129.233792,-15.131128] 180
[48.861899,38.5538075] 180
[134.781832,65.017112] 180
